"gene","start","end"
"PF3D7_1143800",1747226,1751441
"PF3D7_1143900",1751384,1753416
"PF3D7_1144000",1754466,1756072
"PF3D7_1144100",1756482,1757258
"PF3D7_1144200",1757488,1759205
"PF3D7_1144300",1759227,1760663
"PF3D7_1144400",1762256,1766650
"PF3D7_1144500",1767459,1769954
"PF3D7_1144600",1770414,1772184
"PF3D7_1144700",1772009,1774198
"PF3D7_1144800",1774605,1776787
"PF3D7_1144900",1777078,1779609
"PF3D7_1145000",1780084,1782733
"PF3D7_1145100",1782875,1787222
"PF3D7_1145200",1788846,1798269
"PF3D7_1145300",1798297,1799944
"PF3D7_1145400",1800111,1804509
"PF3D7_1145500",1807031,1810365
"PF3D7_1145600",1810090,1812833
"PF3D7_1145700",1812871,1814731
"PF3D7_1145800",1814738,1818029
"PF3D7_1145900",1818370,1820937
"PF3D7_1146000",1820807,1823494
"PF3D7_1146100",1823963,1826025
"PF3D7_1146200",1826113,1826839
"PF3D7_1146300",1828240,1829054
"PF3D7_1146500",1830464,1831417
"PF3D7_1146600",1832152,1839819
"PF3D7_1146700",1839423,1842878
"PF3D7_1146800",1843205,1854563
"PF3D7_1146900",1855488,1857930
"PF3D7_1147000",1858329,1867357
"PF3D7_1147100",1870415,1871077
"PF3D7_1147200",1872795,1881752
"PF3D7_1147300",1882167,1888573
"PF3D7_1147400",1888273,1889408
"PF3D7_1147500",1889494,1892695
"PF3D7_1147600",1893348,1896529
"PF3D7_1147700",1896443,1898242
"PF3D7_1147800",1899181,1905942
"PF3D7_1147900",1906472,1908483
"PF3D7_1148000",1908678,1914041
"PF3D7_1148100",1916392,1918050
"PF3D7_1148200",1920268,1920811
"PF3D7_1148500",1922656,1922928
"PF3D7_1148600",1925995,1928144
"PF3D7_1148620",1928510,1928677
"PF3D7_1148640",1928934,1933138
"PF3D7_1148700",1933278,1937217
"PF3D7_1148800",1940627,1942588
"PF3D7_1148900",1944702,1946935
"PF3D7_1149000",1948696,1969412
"PF3D7_1149100",1970810,1974642
"PF3D7_1149200",1975705,1980325
"PF3D7_1149300",1982068,1984327
"PF3D7_1149400",1985056,1987411
"PF3D7_1149500",1991359,1994018
"PF3D7_1149600",2000342,2003996
"PF3D7_1149700",2004754,2005011
"PF3D7_1149800",2006706,2007829
"PF3D7_1149900",2009875,2010902
"PF3D7_1150000",2012989,2014316
"PF3D7_1150100",2015649,2016509
"PF3D7_1150200",2018714,2019967
"PF3D7_1150300",2021854,2023034
"PF3D7_1200610",57076,57435
"PF3D7_1200700",60857,65703
"PF3D7_1200800",68555,72206
"PF3D7_1200900",72605,75379
"PF3D7_1201000",76048,79299
"PF3D7_1201100",80874,84922
"PF3D7_1201200",88326,92048
"PF3D7_1201300",92242,92562
"PF3D7_1201400",93581,97146
"PF3D7_1201500",98774,100913
"PF3D7_1201600",101030,102674
"PF3D7_1201700",103318,104985
"PF3D7_1201800",105056,106773
"PF3D7_1201900",107092,108990
"PF3D7_1202000",109107,113173
"PF3D7_1202100",113340,116410
"PF3D7_1202200",116013,118202
"PF3D7_1202300",118603,141499
"PF3D7_1202400",141230,143553
"PF3D7_1202500",144046,148030
"PF3D7_1202600",148054,155532
"PF3D7_1202700",156172,160367
"PF3D7_1202800",160614,162188
"PF3D7_1202900",161330,163926
"PF3D7_1203000",167665,171905
"PF3D7_1203100",171338,172574
"PF3D7_1203200",172574,173502
"PF3D7_1203300",173597,177277
"PF3D7_1203400",177518,182002
"PF3D7_1203500",182030,184141
"PF3D7_1203600",184499,186309
"PF3D7_1203700",185860,193095
"PF3D7_1203800",190105,193113
"PF3D7_1203900",193786,195506
"PF3D7_1204000",197509,198830
"PF3D7_1204100",198957,202640
"PF3D7_1204200",202895,204937
"PF3D7_1204300",204215,207469
"PF3D7_1204400",208165,210893
"PF3D7_1204500",211383,212908
"PF3D7_1204600",212829,214204
"PF3D7_1204700",214215,216474
"PF3D7_1204900",216812,219272
"PF3D7_1205000",219569,222227
"PF3D7_1205100",222428,225423
"PF3D7_1205200",225821,227226
"PF3D7_1205300",230037,231763
"PF3D7_1205400",232330,236562
"PF3D7_1205500",241557,248411
"PF3D7_1205600",248691,252115
"PF3D7_1205700",252516,254143
"PF3D7_1205800",255472,264324
"PF3D7_1205900",264233,267884
"PF3D7_1206000",269514,272152
"PF3D7_1206100",272320,275022
"PF3D7_1206200",275056,280447
"PF3D7_1206300",280814,289619
"PF3D7_1206400",290276,291876
"PF3D7_1206500",292233,294941
"PF3D7_1206600",294601,300038
"PF3D7_1206700",300662,306899
"PF3D7_1206800",308165,310829
"PF3D7_1206900",310831,313357
"PF3D7_1207000",313352,322762
"PF3D7_1207100",323839,327795
"PF3D7_1207200",328655,339145
"PF3D7_1207300",343326,344361
"PF3D7_1207400",345922,347239
"PF3D7_1207500",347896,349423
"PF3D7_1207600",348927,351790
"PF3D7_1207700",351850,354006
"PF3D7_1207800",354195,357606
"PF3D7_1207900",357855,359377
"PF3D7_1208000",359995,360499
"PF3D7_1208100",361599,376167
"PF3D7_1208200",376552,387483
"PF3D7_1208300",387833,389498
"PF3D7_1208400",390219,395814
"PF3D7_1208500",395960,401562
"PF3D7_1208600",401950,402905
"PF3D7_1208700",403291,404918
"PF3D7_1208800",405242,409824
"PF3D7_1208900",412795,421285
"PF3D7_1209000",420876,422288
"PF3D7_1209100",423048,426126
"PF3D7_1209200",426774,428242
"PF3D7_1209300",428007,433172
"PF3D7_1209400",435583,439379
"PF3D7_1209500",439389,443398
"PF3D7_1209600",443680,445148
"PF3D7_1209700",445596,448072
"PF3D7_1209800",446709,448061
"PF3D7_1209900",448322,451568
"PF3D7_1210000",452016,454311
"PF3D7_1210100",454764,457276
"PF3D7_1210200",458672,462423
"PF3D7_1210300",465011,466098
"PF3D7_1210400",466191,469771
"PF3D7_1210500",470028,471828
"PF3D7_1210600",471059,475975
"PF3D7_1210700",476110,479111
"PF3D7_1210800",479489,479588
"PF3D7_1210900",480479,483033
"PF3D7_1211000",484065,489902
"PF3D7_1211100",490862,491557
"PF3D7_1211200",491674,497464
"PF3D7_1211300",497915,503333
"PF3D7_1211400",504868,507780
"PF3D7_1211500",507320,509574
"PF3D7_1211600",510276,519536
"PF3D7_1211700",520520,524930
"PF3D7_1211800",525310,528190
"PF3D7_1211900",527829,533965
"PF3D7_1212000",534549,536310
"PF3D7_1212100",536652,538932
"PF3D7_1212200",539788,543197
"PF3D7_1212300",543385,549255
"PF3D7_1212400",549734,551279
"PF3D7_1212500",551620,554600
"PF3D7_1212600",555503,556924
"PF3D7_1212700",557007,564177
"PF3D7_1212800",565355,568225
"PF3D7_1212900",568097,573525
"PF3D7_1213000",575540,576292
"PF3D7_1213100",576417,576580
"PF3D7_1213200",577198,578445
"PF3D7_1213300",578470,578917
"PF3D7_1213400",579595,581325
"PF3D7_1213500",583089,585323
"PF3D7_1213600",586314,587973
"PF3D7_1213700",587716,589185
"PF3D7_1213800",589729,593777
"PF3D7_1213900",594197,598788
"PF3D7_1214000",598933,602185
"PF3D7_1214100",602281,607441
"PF3D7_1214200",606589,608091
"PF3D7_1214300",608122,610094
"PF3D7_1214400",610135,611142
"PF3D7_1214500",611272,613482
"PF3D7_1214600",613217,614983
"PF3D7_1214700",614967,616351
"PF3D7_1214800",616536,617998
"PF3D7_1214900",618456,620194
"PF3D7_1215000",620648,622089
"PF3D7_1215100",622520,626579
"PF3D7_1215200",626798,628578
"PF3D7_1215300",628691,629995
"PF3D7_1215400",630962,633621
"PF3D7_1215500",633892,634545
"PF3D7_1215600",635035,635495
"PF3D7_1215700",635538,638879
"PF3D7_1215800",639395,640495
"PF3D7_1215900",641233,643840
"PF3D7_1216000",644215,646624
"PF3D7_1216100",646979,647860
"PF3D7_1216200",647969,650704
"PF3D7_1216300",651074,652591
"PF3D7_1216400",653412,656584
"PF3D7_1216500",656653,658519
"PF3D7_1216600",659738,660286
"PF3D7_1216700",663061,666282
"PF3D7_1216800",666884,666955
"PF3D7_1216900",668256,674672
"PF3D7_1217000",674321,675112
"PF3D7_1217100",675170,677609
"PF3D7_1217200",678393,682293
"PF3D7_1217300",682326,686101
"PF3D7_1217400",685730,689481
"PF3D7_1217500",691395,694623
"PF3D7_1217600",695559,696455
"PF3D7_1217700",696397,698457
"PF3D7_1217800",698771,699388
"PF3D7_1217900",700202,702357
"PF3D7_1218000",703859,706124
"PF3D7_1218100",706227,708196
"PF3D7_1218200",708394,715718
"PF3D7_1218300",716700,720665
"PF3D7_1218400",720516,724845
"PF3D7_1218500",725394,730447
"PF3D7_1218600",731430,735541
"PF3D7_1218700",736335,737825
"PF3D7_1218800",737900,740324
"PF3D7_1218900",740675,743452
"PF3D7_1219000",744724,756058
"PF3D7_1219100",757218,764201
"PF3D7_1219200",764448,765151
"PF3D7_1219600",785247,791068
"PF3D7_1219700",792877,793449
"PF3D7_1219800",795157,795318
"PF3D7_1219900",796233,797465
"PF3D7_1220000",798304,799611
"PF3D7_1220100",801760,804675
"PF3D7_1220200",804963,806698
"PF3D7_1220300",807101,816204
"PF3D7_1220400",816430,819402
"PF3D7_1220500",818360,819893
"PF3D7_1220600",820586,822198
"PF3D7_1220700",822958,827712
"PF3D7_1220900",830802,833569
"PF3D7_1221000",836836,845991
"PF3D7_1221100",846961,849446
"PF3D7_1221200",849634,850735
"PF3D7_1221300",850987,855507
"PF3D7_1221400",856817,859199
"PF3D7_1221500",859958,863117
"PF3D7_1221600",863593,865537
"PF3D7_1221700",865726,868762
"PF3D7_1221800",868784,872311
"PF3D7_1221900",871737,876247
"PF3D7_1222000",876916,878625
"PF3D7_1222100",879217,882762
"PF3D7_1222200",881970,882114
"PF3D7_1222300",882766,886332
"PF3D7_1222400",888822,898655
"PF3D7_1222500",898838,903247
"PF3D7_1222600",906714,914983
"PF3D7_1222700",918280,920560
"PF3D7_1222800",919948,922798
"PF3D7_1222900",923314,925896
"PF3D7_1223000",925090,926708
"PF3D7_1223100",927063,930026
"PF3D7_1223200",932071,934404
"PF3D7_1223300",934432,938673
"PF3D7_1223400",939816,947433
"PF3D7_1223500",946864,961465
"PF3D7_1223600",962262,968275
"PF3D7_1223700",968562,970710
"PF3D7_1223800",971186,972341
"PF3D7_1223900",972357,973920
"PF3D7_1224000",974226,976097
"PF3D7_1224100",975744,979052
"PF3D7_1224200",981063,984811
"PF3D7_1224300",985545,993212
"PF3D7_1224400",993227,996884
"PF3D7_1224500",997441,1000427
"PF3D7_1224600",1000407,1002443
"PF3D7_1224700",1002756,1008521
"PF3D7_1224800",1008635,1010588
"PF3D7_1224900",1010680,1011767
"PF3D7_1225000",1012310,1017848
"PF3D7_1225100",1018351,1024017
"PF3D7_1225200",1024322,1028668
"PF3D7_1225300",1029020,1031737
"PF3D7_1225400",1031628,1032790
"PF3D7_1225500",1033173,1035379
"PF3D7_1225600",1034857,1038418
"PF3D7_1225700",1038977,1044259
"PF3D7_1225800",1044957,1050130
"PF3D7_1225900",1050169,1053192
"PF3D7_1226000",1053194,1056616
"PF3D7_1226100",1057390,1059654
"PF3D7_1226200",1059280,1064008
"PF3D7_1226300",1064286,1066800
"PF3D7_1226400",1067269,1071520
"PF3D7_1226500",1072459,1076976
"PF3D7_1226600",1077568,1079040
"PF3D7_1226700",1079971,1083396
"PF3D7_1226800",1083776,1087560
"PF3D7_1226900",1088291,1090085
"PF3D7_1227000",1091142,1092853
"PF3D7_1227100",1092884,1096419
"PF3D7_1227200",1097031,1105221
"PF3D7_1227300",1105251,1108739
"PF3D7_1227400",1108744,1112924
"PF3D7_1227500",1113526,1122666
"PF3D7_1227600",1123758,1128688
"PF3D7_1227700",1128715,1133372
"PF3D7_1227800",1133799,1137718
"PF3D7_1227900",1138391,1140356
"PF3D7_1228000",1140794,1142233
"PF3D7_1228100",1141583,1143194
"PF3D7_1228200",1143645,1146406
"PF3D7_1228300",1147010,1152807
"PF3D7_1228400",1152821,1158131
"PF3D7_1228500",1158372,1160646
"PF3D7_1228600",1160654,1163264
"PF3D7_1228700",1164781,1169629
"PF3D7_1228800",1169145,1179868
"PF3D7_1228900",1180404,1185971
"PF3D7_1229000",1186132,1192040
"PF3D7_1229100",1192185,1202986
"PF3D7_1229200",1203582,1204752
"PF3D7_1229300",1204991,1208108
"PF3D7_1229400",1208198,1209870
"PF3D7_1229500",1210828,1214240
"PF3D7_1229600",1213472,1217959
"PF3D7_1229700",1217961,1219134
"PF3D7_1229800",1218464,1227615
"PF3D7_1229900",1227925,1233204
"PF3D7_1230000",1233352,1241605
"PF3D7_1230100",1241879,1243601
"PF3D7_1230200",1245535,1249170
"PF3D7_1230300",1249652,1250988
"PF3D7_1230400",1251464,1253144
"PF3D7_1230500",1253486,1255841
"PF3D7_1230600",1256554,1258824
"PF3D7_1230700",1258922,1262608
"PF3D7_1230800",1263243,1266561
"PF3D7_1230900",1266588,1270610
"PF3D7_1231000",1270895,1274974
"PF3D7_1231100",1275574,1278214
"PF3D7_1231200",1278090,1280048
"PF3D7_1231300",1286273,1289606
"PF3D7_1231400",1290102,1297082
"PF3D7_1231500",1298137,1300451
"PF3D7_1231600",1300633,1305728
"PF3D7_1231700",1305782,1307427
"PF3D7_1231800",1312553,1320504
"PF3D7_1231900",1321669,1325580
"PF3D7_1232000",1325076,1328093
"PF3D7_1232100",1328121,1332034
"PF3D7_1232200",1332463,1334896
"PF3D7_1232300",1335579,1337655
"PF3D7_1232400",1337106,1338824
"PF3D7_1232500",1339320,1343378
"PF3D7_1232600",1344039,1345894
"PF3D7_1232700",1345905,1351253
"PF3D7_1232800",1350597,1351366
"PF3D7_1232900",1351394,1355027
"PF3D7_1233000",1355049,1358076
"PF3D7_1233050",1358501,1358732
"PF3D7_1233100",1359169,1360369
"PF3D7_1233200",1360158,1373410
"PF3D7_1233300",1375225,1379661
"PF3D7_1233400",1379747,1383501
"PF3D7_1233600",1383267,1402631
"PF3D7_1233700",1402635,1405063
"PF3D7_1233800",1405062,1406293
"PF3D7_1233900",1407068,1411277
"PF3D7_1234000",1411288,1413290
"PF3D7_1234100",1414349,1426825
"PF3D7_1234200",1427398,1433600
"PF3D7_1234300",1433803,1436007
"PF3D7_1234400",1436790,1439349
"PF3D7_1234500",1439751,1441606
"PF3D7_1234600",1441736,1445572
"PF3D7_1234700",1446207,1450552
"PF3D7_1234800",1451196,1457549
"PF3D7_1234900",1457876,1459667
"PF3D7_1235000",1459834,1461486
"PF3D7_1235100",1461824,1462824
"PF3D7_1235200",1463659,1468189
"PF3D7_1235300",1469044,1476429
"PF3D7_1235400",1476470,1480044
"PF3D7_1235500",1480516,1482959
"PF3D7_1235600",1483501,1486097
"PF3D7_1235700",1486145,1489166
"PF3D7_1235800",1489319,1497065
"PF3D7_1235900",1497148,1502048
"PF3D7_1236000",1502375,1504236
"PF3D7_1236100",1506849,1509721
"PF3D7_1236200",1511204,1519141
"PF3D7_1236300",1519935,1521979
"PF3D7_1236400",1522104,1524968
"PF3D7_1236500",1525407,1526216
"PF3D7_1236600",1527455,1528034
"PF3D7_1236650",1529134,1529453
"PF3D7_1236700",1529471,1531643
"PF3D7_1236800",1531958,1534077
"PF3D7_1236900",1531662,1536229
"PF3D7_1237000",1537454,1540646
"PF3D7_1237100",1540473,1549441
"PF3D7_1237200",1549880,1556401
"PF3D7_1237300",1556299,1557617
"PF3D7_1237400",1558660,1560695
"PF3D7_1237500",1560900,1567860
"PF3D7_1237600",1568038,1571016
"PF3D7_1237700",1571678,1574455
"PF3D7_1237800",1574710,1576036
"PF3D7_1237900",1577146,1581262
"PF3D7_1238000",1581356,1583229
"PF3D7_1238100",1583244,1584842
"PF3D7_1238200",1586261,1587466
"PF3D7_1238300",1588614,1592466
"PF3D7_1238400",1592194,1593792
"PF3D7_1238500",1594236,1601396
"PF3D7_1238600",1600643,1603876
"PF3D7_1238700",1604376,1608415
"PF3D7_1238800",1608501,1614434
"PF3D7_1238900",1612601,1618965
"PF3D7_1239000",1620278,1625196
"PF3D7_1239100",1626020,1628546
"PF3D7_1239200",1633606,1642562
"PF3D7_1239300",1644546,1646283
"PF3D7_1239400",1646612,1647151
"PF3D7_1239500",1648422,1652428
"PF3D7_1239600",1652687,1654402
"PF3D7_1239700",1654438,1658821
"PF3D7_1239800",1660331,1678083
"PF3D7_1239900",1678397,1682107
"PF3D7_1240000",1682613,1684787
"PF3D7_1240100",1684977,1686307
"PF3D7_1240200",1688606,1691162
"PF3D7_1241000",1745289,1745423
"PF3D7_1241100",1746049,1748494
"PF3D7_1241200",1748659,1756683
"PF3D7_1241300",1757506,1759613
"PF3D7_1241400",1759687,1768105
"PF3D7_1241500",1771518,1773908
"PF3D7_1241600",1774021,1776962
"PF3D7_1241700",1777080,1779980
"PF3D7_1241800",1779442,1783743
"PF3D7_1241900",1783520,1787102
"PF3D7_1242000",1786955,1788989
"PF3D7_1242100",1790348,1790763
"PF3D7_1242200",1791156,1793341
"PF3D7_1242300",1793174,1795330
"PF3D7_1242400",1795820,1798227
"PF3D7_1242500",1798386,1800204
"PF3D7_1242600",1800215,1802786
"PF3D7_1242700",1803130,1804735
"PF3D7_1242800",1805206,1808574
"PF3D7_1242900",1808623,1811076
"PF3D7_1243000",1811237,1812819
"PF3D7_1243100",1813319,1814381
"PF3D7_1243200",1815311,1815562
"PF3D7_1243300",1816069,1816448
"PF3D7_1243400",1818146,1820497
"PF3D7_1243500",1820308,1822837
"PF3D7_1243600",1824516,1827780
"PF3D7_1243700",1829026,1833409
"PF3D7_1243800",1830996,1833694
"PF3D7_1243900",1833874,1841201
"PF3D7_1244000",1841647,1846073
"PF3D7_1244100",1846776,1852556
"PF3D7_1244200",1852659,1857347
"PF3D7_1244300",1857849,1858090
"PF3D7_1244400",1857572,1866652
"PF3D7_1244500",1864229,1866661
"PF3D7_1244600",1868217,1870149
"PF3D7_1244700",1870456,1873215
"PF3D7_1244800",1872831,1876270
"PF3D7_1244900",1875531,1880492
"PF3D7_1245000",1879903,1881465
"PF3D7_1245100",1882683,1888206
"PF3D7_1245200",1887812,1892853
"PF3D7_1245300",1892918,1894243
"PF3D7_1245400",1894910,1896390
"PF3D7_1245500",1896842,1899867
"PF3D7_1245600",1900249,1905066
"PF3D7_1245700",1907045,1907960
"PF3D7_1245800",1908149,1909764
"PF3D7_1245900",1910557,1912208
"PF3D7_1246000",1912457,1914595
"PF3D7_1246100",1915513,1918080
"PF3D7_1246200",1919898,1923323
"PF3D7_1246300",1925058,1929618
"PF3D7_1246400",1931257,1933545
"PF3D7_1246500",1933570,1935671
"PF3D7_1246600",1936019,1937985
"PF3D7_1246700",1938255,1940352
"PF3D7_1246800",1940990,1942955
"PF3D7_1246900",1942691,1946196
"PF3D7_1247000",1946545,1948824
"PF3D7_1247100",1948855,1950984
"PF3D7_1247200",1950501,1951542
"PF3D7_1247300",1951571,1955002
"PF3D7_1247400",1954020,1957694
"PF3D7_1247500",1959563,1962699
"PF3D7_1247600",1962774,1964258
"PF3D7_1247700",1964582,1966234
"PF3D7_1247800",1967712,1971234
"PF3D7_1247900",1971796,1973538
"PF3D7_1248000",1973559,1975093
"PF3D7_1248100",1975145,1976734
"PF3D7_1248200",1977477,1978969
"PF3D7_1248300",1979150,1980499
"PF3D7_1248400",1981753,1982857
"PF3D7_1248500",1983048,1986271
"PF3D7_1248600",1988129,1991780
"PF3D7_1248700",1993096,2001002
"PF3D7_1248800",2001987,2002271
"PF3D7_1248900",2002325,2004499
"PF3D7_1249000",2004727,2007355
"PF3D7_1249100",2007738,2010074
"PF3D7_1249200",2010428,2011101
"PF3D7_1249300",2012578,2016456
"PF3D7_1249400",2015949,2016893
"PF3D7_1249500",2016976,2018469
"PF3D7_1249600",2018995,2022484
"PF3D7_1249700",2023076,2027563
"PF3D7_1249800",2029764,2040460
"PF3D7_1249900",2041293,2043722
"PF3D7_1250000",2043650,2044974
"PF3D7_1250100",2045070,2054429
"PF3D7_1250200",2057452,2063496
"PF3D7_1250300",2064246,2066236
"PF3D7_1250400",2067229,2069794
"PF3D7_1250500",2069903,2071659
"PF3D7_1250600",2071084,2074584
"PF3D7_1250700",2074635,2077593
"PF3D7_1250800",2077623,2083307
"PF3D7_1250900",2083353,2084625
"PF3D7_1251000",2085370,2086959
"PF3D7_1251100",2089340,2090521
"PF3D7_1251200",2091731,2094720
"PF3D7_1251300",2094748,2096876
"PF3D7_1251400",2097053,2098971
"PF3D7_1251500",2099430,2102248
"PF3D7_1251600",2102664,2105810
"PF3D7_1251700",2105871,2108564
"PF3D7_1251800",2108572,2110970
"PF3D7_1251900",2112878,2112950
"PF3D7_1252000",2113730,2113801
"PF3D7_1252100",2113980,2123174
"PF3D7_1252200",2125435,2126571
"PF3D7_1252300",2127090,2130230
"PF3D7_1252400",2136053,2144874
"PF3D7_1252500",2145008,2147250
"PF3D7_1252600",2147509,2152520
"PF3D7_1252700",2153221,2157441
"PF3D7_1252800",2158574,2162555
"PF3D7_1252900",2161958,2163896
"PF3D7_1253000",2166755,2170559
"PF3D7_1253100",2171086,2173040
"PF3D7_1253200",2172876,2174605
"PF3D7_1301300",78614,79470
"PF3D7_1301400",82128,84689
"PF3D7_1301500",85156,87187
"PF3D7_1301600",88139,93987
"PF3D7_1301700",98252,101166
"PF3D7_1301800",102842,109471
"PF3D7_1301900",109507,110463
"PF3D7_1302000",112224,115251
"PF3D7_1302050",118901,119247
"PF3D7_1302100",120233,122716
"PF3D7_1302200",123360,124429
"PF3D7_1302300",125679,128432
"PF3D7_1302400",129717,131086
"PF3D7_1302500",131261,141355
"PF3D7_1302600",142833,144141
"PF3D7_1302700",144689,150561
"PF3D7_1302800",150591,153017
"PF3D7_1302900",154555,157791
"PF3D7_1303000",158048,158778
"PF3D7_1303100",159024,160416
"PF3D7_1303200",160039,162263
"PF3D7_1303300",162566,164742
"PF3D7_1303400",164074,168616
"PF3D7_1303500",169481,178156
"PF3D7_1303600",178433,179882
"PF3D7_1303700",180206,184621
"PF3D7_1303800",184641,214069
"PF3D7_1303900",215291,216331
"PF3D7_1304000",216203,220913
"PF3D7_1304100",221623,225748
"PF3D7_1304200",226669,229688
"PF3D7_1304300",230753,231760
"PF3D7_1304400",232308,234498
"PF3D7_1304500",235485,236870
"PF3D7_1304600",236907,241351
"PF3D7_1304700",241498,243247
"PF3D7_1304800",243655,243772
"PF3D7_1304900",244430,246721
"PF3D7_1305000",246965,252322
"PF3D7_1305100",252020,254299
"PF3D7_1305200",254971,256226
"PF3D7_1305300",256095,267598
"PF3D7_1305400",268764,270974
"PF3D7_1305500",270846,273772
"PF3D7_1305600",273852,275740
"PF3D7_1305700",277139,277729
"PF3D7_1305800",278294,279133
"PF3D7_1305900",279287,282199
"PF3D7_1306000",283370,287947
"PF3D7_1306100",287950,288637
"PF3D7_1306200",288740,291710
"PF3D7_1306300",292977,296617
"PF3D7_1306400",296681,299735
"PF3D7_1306500",299720,314523
"PF3D7_1306600",314683,316989
"PF3D7_1306700",318031,320148
"PF3D7_1306800",320722,322613
"PF3D7_1306900",322848,325071
"PF3D7_1307000",324598,326786
"PF3D7_1307100",327138,331324
"PF3D7_1307200",331110,333003
"PF3D7_1307300",333485,335751
"PF3D7_1307400",335852,337263
"PF3D7_1307500",337467,339281
"PF3D7_1307600",339616,343027
"PF3D7_1307700",343464,348264
"PF3D7_1307800",348316,351043
"PF3D7_1307900",351108,355213
"PF3D7_1308000",355912,359788
"PF3D7_1308100",359803,360998
"PF3D7_1308200",360703,371091
"PF3D7_1308300",370778,373004
"PF3D7_1308400",373028,393614
"PF3D7_1308500",393715,395881
"PF3D7_1308600",396734,401269
"PF3D7_1308700",401356,404582
"PF3D7_1308800",403496,407163
"PF3D7_1308900",407699,412340
"PF3D7_1309000",415450,417742
"PF3D7_1309100",417668,420588
"PF3D7_1309120",419513,419819
"PF3D7_1309200",423936,427379
"PF3D7_1309300",427265,430292
"PF3D7_1309400",431848,436382
"PF3D7_1309500",436154,437809
"PF3D7_1309600",438135,439566
"PF3D7_1309700",440240,445360
"PF3D7_1309800",444779,446972
"PF3D7_1309900",447096,448101
"PF3D7_1310000",448789,449862
"PF3D7_1310100",450398,453415
"PF3D7_1310200",453771,455266
"PF3D7_1310300",455314,457125
"PF3D7_1310400",457559,462935
"PF3D7_1310500",462619,464337
"PF3D7_1310600",464696,467314
"PF3D7_1310700",467319,469389
"PF3D7_1310800",470186,475454
"PF3D7_1310900",476019,477369
"PF3D7_1311000",477378,478179
"PF3D7_1311100",479314,480853
"PF3D7_1311200",481029,483562
"PF3D7_1311300",484029,485471
"PF3D7_1311400",487208,489812
"PF3D7_1311500",489523,492367
"PF3D7_1311600",493795,497416
"PF3D7_1311700",497277,499849
"PF3D7_1311800",500128,505330
"PF3D7_1311900",506640,510354
"PF3D7_1312000",510883,512714
"PF3D7_1312100",512887,517603
"PF3D7_1312200",517915,519387
"PF3D7_1312300",519563,520735
"PF3D7_1312400",521022,524485
"PF3D7_1312450",525028,525219
"PF3D7_1312500",525745,528762
"PF3D7_1312600",529137,531966
"PF3D7_1312700",532136,534965
"PF3D7_1312800",536657,545069
"PF3D7_1312900",547872,553050
"PF3D7_1313000",553067,554779
"PF3D7_1313100",556285,565251
"PF3D7_1313200",565649,568253
"PF3D7_1313300",568510,569749
"PF3D7_1313400",569563,572777
"PF3D7_1313500",573169,578639
"PF3D7_1313600",578990,585877
"PF3D7_1313700",586557,587858
"PF3D7_1313800",588141,599917
"PF3D7_1313900",600666,602194
"PF3D7_1314000",602446,606612
"PF3D7_1314100",606945,610544
"PF3D7_1314200",611085,618888
"PF3D7_1314300",618973,620881
"PF3D7_1314400",621387,621876
"PF3D7_1314500",622348,624209
"PF3D7_1314600",624510,626292
"PF3D7_1314700",626197,629114
"PF3D7_1314800",629766,630444
"PF3D7_1314900",632005,635048
"PF3D7_1315000",635796,638125
"PF3D7_1315100",638286,639389
"PF3D7_1315200",639639,643237
"PF3D7_1315300",644504,646683
"PF3D7_1315400",647126,651789
"PF3D7_1315500",652297,654272
"PF3D7_1315600",654882,657517
"PF3D7_1315700",657523,659870
"PF3D7_1315800",659980,662174
"PF3D7_1315900",662771,668049
"PF3D7_1316000",668118,670953
"PF3D7_1316100",673163,678530
"PF3D7_1316200",679376,681341
"PF3D7_1316300",681363,682149
"PF3D7_1316400",683084,684476
"PF3D7_1316500",685253,689503
"PF3D7_1316600",690695,695288
"PF3D7_1316700",695732,697985
"PF3D7_1316800",697830,700357
"PF3D7_1316900",700380,707545
"PF3D7_1317000",707799,710556
"PF3D7_1317100",711294,715548
"PF3D7_1317200",721759,730586
"PF3D7_1317300",730266,732727
"PF3D7_1317400",732710,734063
"PF3D7_1317500",734604,734999
"PF3D7_1317600",734806,738618
"PF3D7_1317700",738072,739888
"PF3D7_1317800",739823,741699
"PF3D7_1317900",741709,745151
"PF3D7_1318000",745720,747765
"PF3D7_1318100",748160,749415
"PF3D7_1318200",750316,751518
"PF3D7_1318300",752413,759638
"PF3D7_1318400",759654,764908
"PF3D7_1318500",765769,767774
"PF3D7_1318600",768049,769846
"PF3D7_1318700",770473,772913
"PF3D7_1318800",772927,778390
"PF3D7_1318900",778097,781679
"PF3D7_1319000",783752,788197
"PF3D7_1319100",789267,792352
"PF3D7_1319200",792381,795633
"PF3D7_1319300",795691,799120
"PF3D7_1319400",800542,806858
"PF3D7_1319500",806869,807443
"PF3D7_1319600",808286,815634
"PF3D7_1319700",815505,818847
"PF3D7_1319800",819978,821219
"PF3D7_1319900",822078,826547
"PF3D7_1320000",828978,834253
"PF3D7_1320100",833359,835735
"PF3D7_1320200",836524,838735
"PF3D7_1320300",838739,840965
"PF3D7_1320400",841671,843288
"PF3D7_1320500",843281,845534
"PF3D7_1320600",845865,848770
"PF3D7_1320700",849130,854321
"PF3D7_1320800",854615,856970
"PF3D7_1320900",857127,858368
"PF3D7_1321000",859299,861347
